Area,Item,Year,yield_hg_per_ha,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Croatia,Wheat,1998,42214.0,1113.0,2904.5,10.42
Croatia,Wheat,1999,32976.0,1113.0,2782.75,10.51
Croatia,Wheat,2000,47455.0,1113.0,2661.0,11.45
Croatia,Wheat,2001,44047.0,1113.0,2539.25,10.74
Croatia,Wheat,2002,45919.0,1113.0,2417.5,11.18
Croatia,Wheat,2004,49278.0,1113.0,2174.0,10.06
Croatia,Wheat,2005,41144.0,1113.0,2053.0,9.62
Croatia,Wheat,2006,45833.0,1113.0,2150.0,10.56
Croatia,Wheat,2007,46408.0,1113.0,2015.0,11.31
Croatia,Wheat,2008,54833.0,1113.0,2388.0,11.09
Croatia,Wheat,2009,51896.0,1113.0,2070.0,11.06
Croatia,Wheat,2010,40415.0,1113.0,1540.0,10.0
Croatia,Wheat,2011,52237.0,1113.0,1638.74,11.02
Croatia,Wheat,2012,53473.0,1113.0,1737.47,11.12
Croatia,Wheat,2013,48846.0,1113.0,1836.21,11.58
Denmark,Maize,2010,48105.0,703.0,3894.0,7.54
Denmark,Maize,2011,52170.0,703.0,4249.48,9.31
Denmark,Maize,2012,58217.0,703.0,5716.0,8.7
Denmark,Maize,2013,59141.0,703.0,4118.0,8.81
Denmark,Wheat,1990,74180.0,703.0,5650.0,9.83
Denmark,Wheat,1991,70749.0,703.0,4628.0,8.62
Denmark,Wheat,1992,61510.0,703.0,4566.0,9.47
Denmark,Wheat,1993,69791.0,703.0,4103.0,8.16
Denmark,Wheat,1994,64948.0,703.0,3922.0,9.15
Denmark,Wheat,1995,75633.0,703.0,5043.0,8.75
Denmark,Wheat,1996,69864.0,703.0,3672.0,7.31
Denmark,Wheat,1997,72057.0,703.0,3679.0,8.91
Denmark,Wheat,1998,72476.0,703.0,3623.0,8.65
Denmark,Wheat,1999,70074.0,703.0,2867.0,9.37
Denmark,Wheat,2000,74797.0,703.0,3174.0,9.67
Denmark,Wheat,2001,73559.0,703.0,3311.0,8.78
Denmark,Wheat,2002,70345.0,703.0,2868.0,9.54
Denmark,Wheat,2004,71406.0,703.0,2899.0,9.0
Denmark,Wheat,2005,72328.0,703.0,3246.0,9.11
Denmark,Wheat,2006,69964.0,703.0,3212.0,9.74
Denmark,Wheat,2007,65610.0,703.0,3336.0,9.87
Denmark,Wheat,2008,78638.0,703.0,4145.0,9.82
Denmark,Wheat,2009,80373.0,703.0,2836.0,9.22
Denmark,Wheat,2010,66264.0,703.0,3894.0,7.54
Denmark,Wheat,2011,64672.0,703.0,4249.48,9.31
Denmark,Wheat,2012,73687.0,703.0,5716.0,8.7
Denmark,Wheat,2013,72992.0,703.0,4118.0,8.81
Dominican Republic,Maize,1990,16479.0,1410.0,4971.0,26.64
Dominican Republic,Maize,1991,16223.0,1410.0,4971.0,26.5
Dominican Republic,Maize,1992,13760.0,1410.0,4971.0,26.424999999999997
Dominican Republic,Maize,1993,14105.0,1410.0,4971.0,26.395
Dominican Republic,Maize,1994,10268.0,1410.0,4971.0,26.71
Dominican Republic,Maize,1995,14034.0,1410.0,3449.0,26.8
Dominican Republic,Maize,1996,13584.0,1410.0,3493.0,26.299999999999997
Dominican Republic,Maize,1997,11770.0,1410.0,3846.0,27.095
Dominican Republic,Maize,1998,13001.0,1410.0,4375.0,27.15
Dominican Republic,Maize,1999,12633.0,1410.0,5398.0,26.64
Dominican Republic,Maize,2000,12343.0,1410.0,5082.0,26.36
Dominican Republic,Maize,2001,13390.0,1410.0,7182.0,26.79
Dominican Republic,Maize,2002,12960.0,1410.0,4018.07,27.064999999999998
Dominican Republic,Maize,2004,14924.0,1410.0,3713.96,26.77
Dominican Republic,Maize,2005,14206.0,1410.0,3515.56,26.965
Dominican Republic,Maize,2006,13900.0,1410.0,4116.45,27.045
Dominican Republic,Maize,2007,13350.0,1410.0,5689.8,27.1
Dominican Republic,Maize,2008,14532.0,1410.0,5409.43,26.66
Dominican Republic,Maize,2009,14645.0,1410.0,5975.25,26.895
Dominican Republic,Maize,2010,16818.0,1410.0,6316.61,26.97
Dominican Republic,Maize,2011,16229.0,1410.0,6316.61,26.725
Dominican Republic,Maize,2012,15675.0,1410.0,6316.61,26.855
Dominican Republic,Maize,2013,15764.0,1410.0,6316.61,26.695
Dominican Republic,Rice,1990,47851.0,1410.0,4971.0,26.64
Dominican Republic,Rice,1991,48092.0,1410.0,4971.0,26.5
Dominican Republic,Rice,1992,89767.0,1410.0,4971.0,26.424999999999997
Dominican Republic,Rice,1993,50096.0,1410.0,4971.0,26.395
Dominican Republic,Rice,1994,46589.0,1410.0,4971.0,26.71
Dominican Republic,Rice,1995,47722.0,1410.0,3449.0,26.8
Dominican Republic,Rice,1996,46016.0,1410.0,3493.0,26.299999999999997
Dominican Republic,Rice,1997,48213.0,1410.0,3846.0,27.095
Dominican Republic,Rice,1998,42709.0,1410.0,4375.0,27.15
Dominican Republic,Rice,1999,45422.0,1410.0,5398.0,26.64
Dominican Republic,Rice,2000,46372.0,1410.0,5082.0,26.36
Dominican Republic,Rice,2001,48950.0,1410.0,7182.0,26.79
Dominican Republic,Rice,2002,48593.0,1410.0,4018.07,27.064999999999998
Dominican Republic,Rice,2004,43044.0,1410.0,3713.96,26.77
Dominican Republic,Rice,2005,42047.0,1410.0,3515.56,26.965
Dominican Republic,Rice,2006,46865.0,1410.0,4116.45,27.045
Dominican Republic,Rice,2007,48112.0,1410.0,5689.8,27.1
Dominican Republic,Rice,2008,48268.0,1410.0,5409.43,26.66
Dominican Republic,Rice,2009,42862.0,1410.0,5975.25,26.895
Dominican Republic,Rice,2010,47651.0,1410.0,6316.61,26.97
Dominican Republic,Rice,2011,50057.0,1410.0,6316.61,26.725
Dominican Republic,Rice,2012,41266.0,1410.0,6316.61,26.855
Dominican Republic,Rice,2013,45123.0,1410.0,6316.61,26.695
Ecuador,Maize,1990,10602.0,2274.0,2537.0,20.513333333333335
Ecuador,Maize,1991,13821.0,2274.0,2377.0,20.56
Ecuador,Maize,1992,10416.0,2274.0,2012.0,20.6
Ecuador,Maize,1993,11442.0,2274.0,1844.0,20.476666666666667
Ecuador,Maize,1994,11208.0,2274.0,2670.0,20.22
Ecuador,Maize,1995,11551.0,2274.0,2658.0,20.616666666666667
Ecuador,Maize,1996,11425.0,2274.0,2407.0,20.08666666666667
Ecuador,Maize,1997,11482.0,2274.0,7612.0,21.233333333333334
Ecuador,Maize,1998,10743.0,2274.0,21500.0,21.143333333333334
Ecuador,Maize,1999,11813.0,2274.0,14216.0,19.886666666666667
Ecuador,Maize,2000,14614.0,2274.0,17948.0,19.953333333333333
Ecuador,Maize,2001,7642.0,2274.0,7344.0,20.26
Ecuador,Maize,2002,14319.0,2274.0,1302.49,20.826666666666668
Ecuador,Maize,2004,18841.0,2274.0,29799.84,20.7
Ecuador,Maize,2005,21232.0,2274.0,18391.23,20.566666666666666
Ecuador,Maize,2006,18776.0,2274.0,7953.420000000001,20.666666666666668
Ecuador,Maize,2007,23105.0,2274.0,14156.159999999998,20.37
Ecuador,Maize,2008,22442.0,2274.0,15396.14,20.256666666666664
Ecuador,Maize,2009,22003.0,2274.0,9666.87,20.73
Ecuador,Maize,2010,22348.0,2274.0,31637.12,20.69
Ecuador,Maize,2011,16672.0,2274.0,17529.44,20.436666666666667
Ecuador,Maize,2012,27324.0,2274.0,11469.74,20.493333333333336
Ecuador,Maize,2013,23702.0,2274.0,6471.77,20.303333333333335
Ecuador,Rice,1990,31218.0,2274.0,2537.0,20.513333333333335
Ecuador,Rice,1991,26921.0,2274.0,2377.0,20.56
Ecuador,Rice,1992,33254.0,2274.0,2012.0,20.6
Ecuador,Rice,1993,34804.0,2274.0,1844.0,20.476666666666667
Ecuador,Rice,1994,37385.0,2274.0,2670.0,20.22
Ecuador,Rice,1995,32622.0,2274.0,2658.0,20.616666666666667
Ecuador,Rice,1996,35620.0,2274.0,2407.0,20.08666666666667
Ecuador,Rice,1997,35876.0,2274.0,7612.0,21.233333333333334
Ecuador,Rice,1998,32060.0,2274.0,21500.0,21.143333333333334
Ecuador,Rice,1999,35225.0,2274.0,14216.0,19.886666666666667
Ecuador,Rice,2000,36812.0,2274.0,17948.0,19.953333333333333
Ecuador,Rice,2001,36000.0,2274.0,7344.0,20.26
Ecuador,Rice,2002,38746.0,2274.0,1302.49,20.826666666666668
Ecuador,Rice,2004,42187.0,2274.0,29799.84,20.7
Ecuador,Rice,2005,38989.0,2274.0,18391.23,20.566666666666666
Ecuador,Rice,2006,41986.0,2274.0,7953.420000000001,20.666666666666668
Ecuador,Rice,2007,43555.0,2274.0,14156.159999999998,20.37
Ecuador,Rice,2008,40639.0,2274.0,15396.14,20.256666666666664
Ecuador,Rice,2009,40004.0,2274.0,9666.87,20.73
Ecuador,Rice,2010,43399.0,2274.0,31637.12,20.69
Ecuador,Rice,2011,44792.0,2274.0,17529.44,20.436666666666667
Ecuador,Rice,2012,42178.0,2274.0,11469.74,20.493333333333336
Ecuador,Rice,2013,38210.0,2274.0,6471.77,20.303333333333335
Ecuador,Soybean,1990,19873.0,2274.0,2537.0,20.513333333333335
Ecuador,Soybean,1991,16598.0,2274.0,2377.0,20.56
Ecuador,Soybean,1992,16420.0,2274.0,2012.0,20.6
Ecuador,Soybean,1993,17613.0,2274.0,1844.0,20.476666666666667
Ecuador,Soybean,1994,21520.0,2274.0,2670.0,20.22
Ecuador,Soybean,1995,10939.0,2274.0,2658.0,20.616666666666667
Ecuador,Soybean,1996,12600.0,2274.0,2407.0,20.08666666666667
Ecuador,Soybean,1997,11365.0,2274.0,7612.0,21.233333333333334
Ecuador,Soybean,1998,12691.0,2274.0,21500.0,21.143333333333334
Ecuador,Soybean,1999,18130.0,2274.0,14216.0,19.886666666666667
Ecuador,Soybean,2000,17061.0,2274.0,17948.0,19.953333333333333
Ecuador,Soybean,2001,18900.0,2274.0,7344.0,20.26
Ecuador,Soybean,2002,19963.0,2274.0,1302.49,20.826666666666668
Ecuador,Soybean,2004,16610.0,2274.0,29799.84,20.7
Ecuador,Soybean,2005,19646.0,2274.0,18391.23,20.566666666666666
Ecuador,Soybean,2006,11500.0,2274.0,7953.420000000001,20.666666666666668
Ecuador,Soybean,2007,17188.0,2274.0,14156.159999999998,20.37
Ecuador,Soybean,2008,16000.0,2274.0,15396.14,20.256666666666664
Ecuador,Soybean,2009,16585.0,2274.0,9666.87,20.73
Ecuador,Soybean,2010,16279.0,2274.0,31637.12,20.69
Ecuador,Soybean,2011,16250.0,2274.0,17529.44,20.436666666666667
Ecuador,Soybean,2012,16923.0,2274.0,11469.74,20.493333333333336
Ecuador,Soybean,2013,16585.0,2274.0,6471.77,20.303333333333335
Ecuador,Wheat,1990,7967.0,2274.0,2537.0,20.513333333333335
Ecuador,Wheat,1991,5696.0,2274.0,2377.0,20.56
Ecuador,Wheat,1992,5911.0,2274.0,2012.0,20.6
Ecuador,Wheat,1993,6711.0,2274.0,1844.0,20.476666666666667
Ecuador,Wheat,1994,6162.0,2274.0,2670.0,20.22
Ecuador,Wheat,1995,6951.0,2274.0,2658.0,20.616666666666667
Ecuador,Wheat,1996,6176.0,2274.0,2407.0,20.08666666666667
Ecuador,Wheat,1997,5976.0,2274.0,7612.0,21.233333333333334
Ecuador,Wheat,1998,6484.0,2274.0,21500.0,21.143333333333334
Ecuador,Wheat,1999,7001.0,2274.0,14216.0,19.886666666666667
Ecuador,Wheat,2000,6208.0,2274.0,17948.0,19.953333333333333
Ecuador,Wheat,2001,6100.0,2274.0,7344.0,20.26
Ecuador,Wheat,2002,5696.0,2274.0,1302.49,20.826666666666668
Ecuador,Wheat,2004,8053.0,2274.0,29799.84,20.7
Ecuador,Wheat,2005,7220.0,2274.0,18391.23,20.566666666666666
Ecuador,Wheat,2006,7774.0,2274.0,7953.420000000001,20.666666666666668
Ecuador,Wheat,2007,8186.0,2274.0,14156.159999999998,20.37
Ecuador,Wheat,2008,7466.0,2274.0,15396.14,20.256666666666664
Ecuador,Wheat,2009,8617.0,2274.0,9666.87,20.73
Ecuador,Wheat,2010,8912.0,2274.0,31637.12,20.69
Ecuador,Wheat,2011,9249.0,2274.0,17529.44,20.436666666666667
Ecuador,Wheat,2012,7995.0,2274.0,11469.74,20.493333333333336
Ecuador,Wheat,2013,7064.0,2274.0,6471.77,20.303333333333335
Egypt,Maize,1990,57803.0,51.0,13214.0,21.165
Egypt,Maize,1991,58951.0,51.0,8255.0,21.145
Egypt,Maize,1992,61346.0,51.0,6156.0,20.6
Egypt,Maize,1993,60780.0,51.0,4175.0,21.265
Egypt,Maize,1994,59065.0,51.0,4283.0,21.560000000000002
Egypt,Maize,1995,61630.0,51.0,4391.0,21.09
Egypt,Maize,1996,69523.0,51.0,4499.0,21.365000000000002
Egypt,Maize,1997,71298.0,51.0,4607.0,20.985
Egypt,Maize,1998,72257.0,51.0,4715.0,21.825
Egypt,Maize,1999,75174.0,51.0,4823.0,21.87
Egypt,Maize,2000,76800.0,51.0,4931.0,21.115
Egypt,Maize,2001,69798.0,51.0,5039.0,21.89
Egypt,Maize,2002,77656.0,51.0,5147.0,21.935000000000002
Egypt,Maize,2004,79087.0,51.0,5363.0,21.57
Egypt,Maize,2005,81607.0,51.0,5471.0,21.545
Egypt,Maize,2006,83705.0,51.0,9781.0,21.6
Egypt,Maize,2007,80463.0,51.0,9105.0,21.935000000000002
Egypt,Maize,2008,79053.0,51.0,9527.0,22.189999999999998
Egypt,Maize,2009,78184.0,51.0,9013.0,22.15
Egypt,Maize,2010,72700.0,51.0,11590.0,23.09
Egypt,Maize,2011,77409.0,51.0,12945.0,21.585
Egypt,Maize,2012,77723.0,51.0,13991.0,22.015
Egypt,Maize,2013,77223.0,51.0,13653.0,22.175
Egypt,Rice,1990,72663.0,51.0,13214.0,21.165
Egypt,Rice,1991,74554.0,51.0,8255.0,21.145
Egypt,Rice,1992,76511.0,51.0,6156.0,20.6
Egypt,Rice,1993,77184.0,51.0,4175.0,21.265
Egypt,Rice,1994,79130.0,51.0,4283.0,21.560000000000002
Egypt,Rice,1995,81356.0,51.0,4391.0,21.09
Egypt,Rice,1996,82910.0,51.0,4499.0,21.365000000000002
Egypt,Rice,1997,84152.0,51.0,4607.0,20.985
Egypt,Rice,1998,86401.0,51.0,4715.0,21.825
Egypt,Rice,1999,88780.0,51.0,4823.0,21.87
Egypt,Rice,2000,91025.0,51.0,4931.0,21.115
Egypt,Rice,2001,92833.0,51.0,5039.0,21.89
Egypt,Rice,2002,93889.0,51.0,5147.0,21.935000000000002
Egypt,Rice,2004,98384.0,51.0,5363.0,21.57
Egypt,Rice,2005,99874.0,51.0,5471.0,21.545
Egypt,Rice,2006,100750.0,51.0,9781.0,21.6
Egypt,Rice,2007,97675.0,51.0,9105.0,21.935000000000002
Egypt,Rice,2008,97349.0,51.0,9527.0,22.189999999999998
Egypt,Rice,2009,95930.0,51.0,9013.0,22.15
Egypt,Rice,2010,94217.0,51.0,11590.0,23.09
Egypt,Rice,2011,95670.0,51.0,12945.0,21.585
Egypt,Rice,2012,95296.0,51.0,13991.0,22.015
Egypt,Rice,2013,95865.0,51.0,13653.0,22.175
Egypt,Soybean,1990,25773.0,51.0,13214.0,21.165
Egypt,Soybean,1991,28366.0,51.0,8255.0,21.145
Egypt,Soybean,1992,26981.0,51.0,6156.0,20.6
Egypt,Soybean,1993,27534.0,51.0,4175.0,21.265
Egypt,Soybean,1994,28828.0,51.0,4283.0,21.560000000000002
Egypt,Soybean,1995,24344.0,51.0,4391.0,21.09
Egypt,Soybean,1996,26103.0,51.0,4499.0,21.365000000000002
Egypt,Soybean,1997,26223.0,51.0,4607.0,20.985
Egypt,Soybean,1998,26207.0,51.0,4715.0,21.825
Egypt,Soybean,1999,26367.0,51.0,4823.0,21.87
Egypt,Soybean,2000,27199.0,51.0,4931.0,21.115
Egypt,Soybean,2001,27922.0,51.0,5039.0,21.89
Egypt,Soybean,2002,29904.0,51.0,5147.0,21.935000000000002
Egypt,Soybean,2004,30266.0,51.0,5363.0,21.57
Egypt,Soybean,2005,34000.0,51.0,5471.0,21.545
Egypt,Soybean,2006,30817.0,51.0,9781.0,21.6
Egypt,Soybean,2007,32880.0,51.0,9105.0,21.935000000000002
Egypt,Soybean,2008,33601.0,51.0,9527.0,22.189999999999998
Egypt,Soybean,2009,31252.0,51.0,9013.0,22.15
Egypt,Soybean,2010,28453.0,51.0,11590.0,23.09
Egypt,Soybean,2011,31195.0,51.0,12945.0,21.585
Egypt,Soybean,2012,36186.0,51.0,13991.0,22.015
Egypt,Soybean,2013,34767.0,51.0,13653.0,22.175
Egypt,Wheat,1990,51967.0,51.0,13214.0,21.165
Egypt,Wheat,1991,48163.0,51.0,8255.0,21.145
Egypt,Wheat,1992,52546.0,51.0,6156.0,20.6
Egypt,Wheat,1993,52970.0,51.0,4175.0,21.265
Egypt,Wheat,1994,50026.0,51.0,4283.0,21.560000000000002
Egypt,Wheat,1995,54221.0,51.0,4391.0,21.09
Egypt,Wheat,1996,56384.0,51.0,4499.0,21.365000000000002
Egypt,Wheat,1997,55994.0,51.0,4607.0,20.985
Egypt,Wheat,1998,59896.0,51.0,4715.0,21.825
Egypt,Wheat,1999,63467.0,51.0,4823.0,21.87
Egypt,Wheat,2000,63422.0,51.0,4931.0,21.115
Egypt,Wheat,2001,63580.0,51.0,5039.0,21.89
Egypt,Wheat,2002,64345.0,51.0,5147.0,21.935000000000002
Egypt,Wheat,2004,65567.0,51.0,5363.0,21.57
Egypt,Wheat,2005,64929.0,51.0,5471.0,21.545
Egypt,Wheat,2006,64303.0,51.0,9781.0,21.6
Egypt,Wheat,2007,64673.0,51.0,9105.0,21.935000000000002
Egypt,Wheat,2008,65031.0,51.0,9527.0,22.189999999999998
Egypt,Wheat,2009,63829.0,51.0,9013.0,22.15
Egypt,Wheat,2010,55741.0,51.0,11590.0,23.09
Egypt,Wheat,2011,65428.0,51.0,12945.0,21.585
Egypt,Wheat,2012,65823.0,51.0,13991.0,22.015
Egypt,Wheat,2013,66682.0,51.0,13653.0,22.175
El Salvador,Maize,1990,21383.0,1784.0,2524.0,26.06
El Salvador,Maize,1991,16448.0,1784.0,4096.0,26.08
El Salvador,Maize,1992,21989.0,1784.0,3940.77,26.22
El Salvador,Maize,1993,20482.0,1784.0,3785.54,26.12
El Salvador,Maize,1994,15245.0,1784.0,3630.31,26.33
El Salvador,Maize,1995,21972.0,1784.0,3475.08,26.05
El Salvador,Maize,1996,22572.0,1784.0,3319.85,25.77
El Salvador,Maize,1997,16582.0,1784.0,3164.62,26.48
El Salvador,Maize,1998,19062.0,1784.0,3009.39,26.48
El Salvador,Maize,1999,25047.0,1784.0,2854.16,25.67
El Salvador,Maize,2000,22475.0,1784.0,2698.93,25.78
El Salvador,Maize,2001,19431.0,1784.0,2543.7,25.92
El Salvador,Maize,2002,26041.0,1784.0,2388.47,26.12
El Salvador,Maize,2004,27641.0,1784.0,2078.01,26.2
El Salvador,Maize,2005,29434.0,1784.0,1922.78,26.07
El Salvador,Maize,2006,30794.0,1784.0,2265.72,26.14
El Salvador,Maize,2007,29107.0,1784.0,1940.78,26.02
El Salvador,Maize,2008,33895.0,1784.0,3899.48,25.71
El Salvador,Maize,2009,30041.0,1784.0,3333.88,26.21
El Salvador,Maize,2010,30253.0,1784.0,3598.59,25.96
El Salvador,Maize,2011,28181.0,1784.0,3231.13,25.95
El Salvador,Maize,2012,32580.0,1784.0,2595.16,26.04
El Salvador,Maize,2013,29461.0,1784.0,6005.08,26.36
El Salvador,Rice,1990,43271.0,1784.0,2524.0,26.06
El Salvador,Rice,1991,37669.0,1784.0,4096.0,26.08
El Salvador,Rice,1992,43561.0,1784.0,3940.77,26.22
El Salvador,Rice,1993,47076.0,1784.0,3785.54,26.12
El Salvador,Rice,1994,43353.0,1784.0,3630.31,26.33
El Salvador,Rice,1995,53291.0,1784.0,3475.08,26.05
El Salvador,Rice,1996,51627.0,1784.0,3319.85,25.77
El Salvador,Rice,1997,44419.0,1784.0,3164.62,26.48
El Salvador,Rice,1998,49760.0,1784.0,3009.39,26.48
El Salvador,Rice,1999,52531.0,1784.0,2854.16,25.67
El Salvador,Rice,2000,57884.0,1784.0,2698.93,25.78
El Salvador,Rice,2001,60284.0,1784.0,2543.7,25.92
El Salvador,Rice,2002,59384.0,1784.0,2388.47,26.12
El Salvador,Rice,2004,66430.0,1784.0,2078.01,26.2
El Salvador,Rice,2005,72118.0,1784.0,1922.78,26.07
El Salvador,Rice,2006,73941.0,1784.0,2265.72,26.14
El Salvador,Rice,2007,74651.0,1784.0,1940.78,26.02
El Salvador,Rice,2008,79373.0,1784.0,3899.48,25.71
El Salvador,Rice,2009,69016.0,1784.0,3333.88,26.21
El Salvador,Rice,2010,70136.0,1784.0,3598.59,25.96
El Salvador,Rice,2011,54783.0,1784.0,3231.13,25.95
El Salvador,Rice,2012,63968.0,1784.0,2595.16,26.04
El Salvador,Rice,2013,61615.0,1784.0,6005.08,26.36
El Salvador,Soybean,1990,20000.0,1784.0,2524.0,26.06
El Salvador,Soybean,1991,20000.0,1784.0,4096.0,26.08
El Salvador,Soybean,1992,26857.0,1784.0,3940.77,26.22
El Salvador,Soybean,1993,27143.0,1784.0,3785.54,26.12
El Salvador,Soybean,1994,25000.0,1784.0,3630.31,26.33
El Salvador,Soybean,1995,23333.0,1784.0,3475.08,26.05
El Salvador,Soybean,1996,23333.0,1784.0,3319.85,25.77
El Salvador,Soybean,1997,24444.0,1784.0,3164.62,26.48
El Salvador,Soybean,1998,24000.0,1784.0,3009.39,26.48
El Salvador,Soybean,1999,24000.0,1784.0,2854.16,25.67
El Salvador,Soybean,2000,22727.0,1784.0,2698.93,25.78
El Salvador,Soybean,2001,22241.0,1784.0,2543.7,25.92
El Salvador,Soybean,2002,21732.0,1784.0,2388.47,26.12
El Salvador,Soybean,2004,20409.0,1784.0,2078.01,26.2
El Salvador,Soybean,2005,20768.0,1784.0,1922.78,26.07
El Salvador,Soybean,2006,20383.0,1784.0,2265.72,26.14
El Salvador,Soybean,2007,19348.0,1784.0,1940.78,26.02
El Salvador,Soybean,2008,19279.0,1784.0,3899.48,25.71
El Salvador,Soybean,2009,19172.0,1784.0,3333.88,26.21
El Salvador,Soybean,2010,18000.0,1784.0,3598.59,25.96
El Salvador,Soybean,2011,19222.0,1784.0,3231.13,25.95
El Salvador,Soybean,2012,19231.0,1784.0,2595.16,26.04
El Salvador,Soybean,2013,19231.0,1784.0,6005.08,26.36
Eritrea,Maize,1993,2308.0,383.0,4.44,24.09
Eritrea,Maize,1994,7689.0,383.0,4.44,24.13
Eritrea,Maize,1995,3366.0,383.0,4.44,24.37
Eritrea,Maize,1996,3974.0,383.0,4.44,24.36
Eritrea,Maize,1997,2495.0,383.0,30.92,24.32
Eritrea,Maize,1998,7532.0,383.0,19.61,24.78
Eritrea,Maize,1999,7920.0,383.0,22.28,24.68
Eritrea,Maize,2000,2358.0,383.0,24.96,24.76
Eritrea,Maize,2001,7851.0,383.0,27.63,24.61
Eritrea,Maize,2002,2076.0,383.0,27.63,24.86
Eritrea,Maize,2004,2409.0,383.0,27.63,24.79
Eritrea,Maize,2005,4906.0,383.0,27.63,24.85
Eritrea,Maize,2006,9755.0,383.0,27.63,24.7
Eritrea,Maize,2007,8321.0,383.0,27.63,24.7
Eritrea,Maize,2008,2123.0,383.0,27.63,24.79
Eritrea,Maize,2009,8689.0,383.0,27.63,25.3
Eritrea,Maize,2010,9000.0,383.0,27.63,25.22
Eritrea,Maize,2011,9524.0,383.0,27.63,24.78
Eritrea,Maize,2012,10476.0,383.0,27.63,25.16
Eritrea,Maize,2013,10000.0,383.0,27.63,25.87
Eritrea,Wheat,1993,2038.0,383.0,4.44,24.09
Eritrea,Wheat,1994,7449.0,383.0,4.44,24.13
Eritrea,Wheat,1995,5124.0,383.0,4.44,24.37
Eritrea,Wheat,1996,3665.0,383.0,4.44,24.36
Eritrea,Wheat,1997,3434.0,383.0,30.92,24.32
Eritrea,Wheat,1998,9552.0,383.0,19.61,24.78
Eritrea,Wheat,1999,7700.0,383.0,22.28,24.68
Eritrea,Wheat,2000,5943.0,383.0,24.96,24.76
Eritrea,Wheat,2001,11658.0,383.0,27.63,24.61
Eritrea,Wheat,2002,1706.0,383.0,27.63,24.86
Eritrea,Wheat,2004,2980.0,383.0,27.63,24.79
Eritrea,Wheat,2005,11565.0,383.0,27.63,24.85
Eritrea,Wheat,2006,11604.0,383.0,27.63,24.7
Eritrea,Wheat,2007,8395.0,383.0,27.63,24.7
Eritrea,Wheat,2008,3307.0,383.0,27.63,24.79
Eritrea,Wheat,2009,10706.0,383.0,27.63,25.3
Eritrea,Wheat,2010,11786.0,383.0,27.63,25.22
Eritrea,Wheat,2011,11154.0,383.0,27.63,24.78
Eritrea,Wheat,2012,12692.0,383.0,27.63,25.16
Eritrea,Wheat,2013,12000.0,383.0,27.63,25.87
Estonia,Wheat,1992,20562.0,626.0,469.0,6.51
Estonia,Wheat,1993,20994.0,626.0,170.0,5.26
Estonia,Wheat,1994,16686.0,626.0,176.0,5.35
Estonia,Wheat,1995,19974.0,626.0,154.0,6.23
Estonia,Wheat,1996,22046.0,626.0,133.0,4.63
Estonia,Wheat,1997,21850.0,626.0,200.0,5.95
Estonia,Wheat,1998,17666.0,626.0,195.0,5.5
Estonia,Wheat,1999,13377.0,626.0,187.0,6.55
Estonia,Wheat,2000,21285.0,626.0,315.0,7.12
Estonia,Wheat,2001,22302.0,626.0,329.0,6.08
Estonia,Wheat,2002,23025.0,626.0,331.0,6.34
Estonia,Wheat,2004,25083.0,626.0,351.0,6.03
Estonia,Wheat,2005,30818.0,626.0,386.0,6.04
Estonia,Wheat,2006,24173.0,626.0,452.0,6.7
Estonia,Wheat,2007,34746.0,626.0,460.0,6.97
Estonia,Wheat,2008,31831.0,626.0,551.0,7.39
Estonia,Wheat,2009,30146.0,626.0,402.0,6.14
Estonia,Wheat,2010,27440.0,626.0,514.0,5.06
Estonia,Wheat,2011,28065.0,626.0,460.0,6.98
Estonia,Wheat,2012,38994.0,626.0,553.0,5.57
Estonia,Wheat,2013,32754.0,626.0,567.0,7.28
Finland,Wheat,1990,34847.0,536.0,2001.0,6.07
Finland,Wheat,1991,36391.0,536.0,1738.0,5.62
Finland,Wheat,1992,24152.0,536.0,1372.0,5.8
Finland,Wheat,1993,36212.0,536.0,1200.0,4.74
Finland,Wheat,1994,37953.0,536.0,1247.0,4.66
Finland,Wheat,1995,37686.0,536.0,1041.0,5.63
Finland,Wheat,1996,40827.0,536.0,909.0,4.2
Finland,Wheat,1997,37188.0,536.0,999.0,5.36
Finland,Wheat,1998,28929.0,536.0,1164.0,4.71
Finland,Wheat,1999,21589.0,536.0,1139.0,5.7
Finland,Wheat,2000,36007.0,536.0,1147.48,6.57
Finland,Wheat,2001,33811.0,536.0,1423.27,5.35
Finland,Wheat,2002,32585.0,536.0,1620.36,5.54
Finland,Wheat,2004,34738.0,536.0,1489.12,5.4
Finland,Wheat,2005,37304.0,536.0,1431.04,5.8
Finland,Wheat,2006,35575.0,536.0,1645.3,5.91
Finland,Wheat,2007,39329.0,536.0,1479.45,6.23
Finland,Wheat,2008,36408.0,536.0,1621.86,6.77
Finland,Wheat,2009,41027.0,536.0,1693.8,5.49
Finland,Wheat,2010,34299.0,536.0,1746.71,4.36
Finland,Wheat,2011,38469.0,536.0,1707.54,6.38
Finland,Wheat,2012,39028.0,536.0,1545.25,5.12
Finland,Wheat,2013,38215.0,536.0,1475.39,6.17
France,Maize,1990,60186.0,867.0,97701.0,11.96
France,Maize,1991,72866.0,867.0,103434.0,10.6
France,Maize,1992,79812.0,867.0,85249.0,11.15
France,Maize,1993,80479.0,867.0,91953.0,10.7
France,Maize,1994,77983.0,867.0,89515.0,11.96
